127.0.0.1 - - [07/Nov/2021:10:04:16 +0700] "GET / HTTP/1.1" 404 955
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:18 +0700] "GET /TrainingGESO/pages/Center/leftMenu.jsp HTTP/1.1" 200 35152
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:18 +0700] "GET /TrainingGESO/pages/js/scripts.js HTTP/1.1" 404 1051
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:18 +0700] "GET /TrainingGESO/pages/js/md5.js HTTP/1.1" 404 1039
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:18 +0700] "GET /TrainingGESO/pages/Center/print.css HTTP/1.1" 404 1060
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:18 +0700] "GET /favicon.ico HTTP/1.1" 404 988
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:22 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:22 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:22 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:22 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:22 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:24 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100393 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:24 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52914
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:24 +0700] "GET /TrainingGESO/pages/scripts/ajax-dynamic-list.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:32 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:32 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:04:32 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:12:49 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:12:49 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:12:49 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:12:49 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:12:50 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100348 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:12:50 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:27:59 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:27:59 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:27:59 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:28:00 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100348 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:28:00 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:32:08 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:32:08 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:32:08 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:32:08 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:32:10 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100348 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:32:10 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:33:12 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:33:12 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:33:12 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:16 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:16 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:16 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:16 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:17 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100348 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:17 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:38 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:38 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:38 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:40 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100348 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:40 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:54 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:54 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:54 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:56 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100348 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:42:56 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:30 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:31 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:31 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:32 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:32 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:32 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:34 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:34 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:34 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:35 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:35 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:35 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52927
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:37 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:37 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:37 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:37 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:37 +0700] "POST /TrainingGESO/Donhanglistsvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:39 +0700] "GET /TrainingGESO/pages/Erp/donhangnew.jsp HTTP/1.1" 200 51255
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:47 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:47 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:47 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:49 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100393 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:49 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52914
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:50 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52914
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:50 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52914
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:52 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52914
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:52 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52914
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:53:52 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52914
0:0:0:0:0:0:0:1 - - [07/Nov/2021:10:59:35 +0700] "POST /TrainingGESO/pages/Erp/sanphamAjax.jsp?donhang=1&letters=1 HTTP/1.1" 200 385
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:01:40 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:01:40 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:01:40 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:01:41 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100348 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:01:41 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52987
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:01:45 +0700] "POST /TrainingGESO/pages/Erp/sanphamAjax.jsp?donhangsua=1&letters=1 HTTP/1.1" 200 385
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:02:17 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:02:17 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:02:17 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:02:17 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:02:18 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100348 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:02:18 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52990
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:02:20 +0700] "POST /TrainingGESO/pages/Erp/sanphamAjax.jsp?donhangsua=1&letters=2 HTTP/1.1" 200 330
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:04:15 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:04:15 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:04:15 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:04:15 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:04:20 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100393 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:04:20 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 51141
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:04:22 +0700] "POST /TrainingGESO/pages/Erp/sanphamAjax.jsp?donhangsua=1&letters=1 HTTP/1.1" 200 385
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:13:40 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 404 952
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:13:41 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:13:41 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:13:41 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:13:41 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:13:42 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100393 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:13:42 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 51141
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:13:44 +0700] "POST /TrainingGESO/pages/Erp/sanphamAjax.jsp?donhangsua=1&letters=2 HTTP/1.1" 200 330
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:13:48 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:13:48 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:13:48 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:15:39 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100393 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:15:39 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 51141
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:17:24 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:17:24 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:17:24 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:17:25 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100302 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:17:25 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52984
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:17:30 +0700] "POST /TrainingGESO/pages/Erp/sanphamAjax.jsp?donhangsua=1&letters=2 HTTP/1.1" 200 330
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:17:34 +0700] "POST /TrainingGESO/pages/Erp/sanphamAjax.jsp?donhangsua=1&letters=4 HTTP/1.1" 200 385
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:17:40 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:17:40 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:17:40 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:18:37 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100302 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:18:37 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52984
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:34:08 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:34:08 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:34:08 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:34:08 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:34:09 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100348 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:34:09 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 52990
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:34:20 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:34:20 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:11:34:20 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:37 +0700] "GET /TrainingGESO/pages/css/spinner.gif HTTP/1.1" 200 1849
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:38 +0700] "POST /TrainingGESO/Donhanglistsvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:38 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 40547
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:38 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:38 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:48 +0700] "POST /TrainingGESO/Donhanglistsvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:48 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 40547
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:48 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:49 +0700] "POST /TrainingGESO/Donhanglistsvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:49 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 12153
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:49 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:51 +0700] "POST /TrainingGESO/Donhanglistsvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:51 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 40547
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:51 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:55 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:55 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:02:55 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:18:28 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:18:28 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10361
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:18:28 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:18:28 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [07/Nov/2021:12:18:28 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
