127.0.0.1 - - [01/Dec/2021:10:15:11 +0700] "GET / HTTP/1.1" 404 955
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:14 +0700] "GET /TrainingGESO/pages/images/point_make_area_transparent.png HTTP/1.1" 404 1126
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:14 +0700] "GET /TrainingGESO/pages/css/pages/images/borderBottomLeft.png HTTP/1.1" 404 1123
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:14 +0700] "GET /TrainingGESO/pages/css/pages/images/wmove2doc.png HTTP/1.1" 404 1102
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:14 +0700] "GET /TrainingGESO/CaptchaSvl HTTP/1.1" 200 2633
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:14 +0700] "POST /TrainingGESO/LoginSvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:14 +0700] "GET /TrainingGESO/Center/mainpage.jsp HTTP/1.1" 200 668
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:14 +0700] "GET /TrainingGESO/pages/Center/top.jsp HTTP/1.1" 200 2043
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:14 +0700] "GET /TrainingGESO/pages/Center/home.jsp HTTP/1.1" 200 1310
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:14 +0700] "GET /TrainingGESO/pages/Center/leftMenu.jsp HTTP/1.1" 200 35152
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:14 +0700] "GET /TrainingGESO/pages/js/md5.js HTTP/1.1" 404 1039
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:14 +0700] "GET /TrainingGESO/pages/js/scripts.js HTTP/1.1" 404 1051
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:14 +0700] "GET /TrainingGESO/pages/Center/print.css HTTP/1.1" 404 1060
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:14 +0700] "GET /favicon.ico HTTP/1.1" 404 988
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:15 +0700] "GET /TrainingGESO/pages/images/collapsebtn.gif HTTP/1.1" 200 273
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:17 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:17 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10950
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:17 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:17 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:15:17 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:35:58 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100302 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:35:58 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 51368
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:36:49 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:36:49 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10950
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:36:49 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:36:49 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:36:51 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100348 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:36:51 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53210
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:00 +0700] "POST /TrainingGESO/DonhangUpdatesvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:00 +0700] "GET /TrainingGESO/pages/Erp/donhangupdate.jsp HTTP/1.1" 200 51369
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:07 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:07 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10950
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:07 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:09 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100302 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:09 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53205
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:10 +0700] "POST /TrainingGESO/DonhangUpdatesvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:10 +0700] "GET /TrainingGESO/pages/Erp/donhangupdate.jsp HTTP/1.1" 200 51369
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:15 +0700] "GET /TrainingGESO/pages/Erp/khachhanglistAjax.jsp?q=1&limit=150&timestamp=1638329835370 HTTP/1.1" 200 318
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:18 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:18 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10950
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:18 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:20 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100302 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:20 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53205
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:36 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:36 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10950
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:36 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:37 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&display=100302 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:37 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53245
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:38 +0700] "POST /TrainingGESO/DonhangUpdatesvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:38 +0700] "GET /TrainingGESO/pages/Erp/donhangupdate.jsp HTTP/1.1" 200 51369
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:58 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:58 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10950
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:58 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:58 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=100002&update=100302 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:37:58 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53205
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:51:04 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:51:04 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10930
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:51:04 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:51:04 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:51:06 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=null&update=100348 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:51:06 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53206
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:51:10 +0700] "POST /TrainingGESO/DonhangUpdatesvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:10:51:10 +0700] "GET /TrainingGESO/pages/Erp/donhangupdate.jsp HTTP/1.1" 200 53201
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:05:22 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:05:22 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10930
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:05:22 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:05:22 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:05:23 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=null&display=100302 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:05:23 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53241
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:05:24 +0700] "POST /TrainingGESO/DonhangUpdatesvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:05:24 +0700] "GET /TrainingGESO/pages/Erp/donhangupdate.jsp HTTP/1.1" 200 51365
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:06:04 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:06:04 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10930
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:06:04 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:06:04 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=null&display=100302 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:06:04 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53241
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:06:07 +0700] "POST /TrainingGESO/DonhangUpdatesvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:06:07 +0700] "GET /TrainingGESO/pages/Erp/donhangupdate.jsp HTTP/1.1" 200 53242
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:10 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:10 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10930
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:10 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:11 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=null&display=100302 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:11 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53241
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:12 +0700] "POST /TrainingGESO/DonhangUpdatesvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:12 +0700] "GET /TrainingGESO/pages/Erp/donhangupdate.jsp HTTP/1.1" 200 53236
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:17 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:17 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10930
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:17 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:18 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=null&display=100302 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:18 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53241
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:20 +0700] "POST /TrainingGESO/DonhangUpdatesvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:20 +0700] "GET /TrainingGESO/pages/Erp/donhangupdate.jsp HTTP/1.1" 200 53236
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:24 +0700] "GET /TrainingGESO/pages/Erp/donhangupdate.jsp HTTP/1.1" 200 53236
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:26 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:26 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10930
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:26 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:28 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=null&display=100302 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:28 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53241
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:29 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53241
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:31 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:31 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10930
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:31 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:32 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=null&display=100302 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:32 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53241
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:33 +0700] "POST /TrainingGESO/DonhangUpdatesvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:33 +0700] "GET /TrainingGESO/pages/Erp/donhangupdate.jsp HTTP/1.1" 200 53236
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:38 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:38 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10930
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:38 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:39 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=null&display=100348 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:39 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53247
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:41 +0700] "POST /TrainingGESO/DonhangUpdatesvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:41 +0700] "GET /TrainingGESO/pages/Erp/donhangupdate.jsp HTTP/1.1" 200 53242
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:44 +0700] "POST /TrainingGESO/pages/Erp/sanphamAjax.jsp?donhangsua=1&letters=2 HTTP/1.1" 200 330
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:07:48 +0700] "POST /TrainingGESO/pages/Erp/sanphamAjax.jsp?donhangsua=1&letters=2-100440--%3Esp02-10000.0 HTTP/1.1" 200 278
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:09:14 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:09:14 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10930
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:09:14 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:09:15 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=null&display=100302 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:09:15 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53241
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:09:17 +0700] "POST /TrainingGESO/DonhangUpdatesvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:09:17 +0700] "GET /TrainingGESO/pages/Erp/donhangupdate.jsp HTTP/1.1" 200 53236
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:11:12 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:11:12 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10930
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:11:12 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:11:13 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=null&display=100348 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:11:13 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53247
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:11:17 +0700] "POST /TrainingGESO/DonhangUpdatesvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:11:17 +0700] "GET /TrainingGESO/pages/Erp/donhangupdate.jsp HTTP/1.1" 200 53201
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:13:43 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:13:43 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10930
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:13:43 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:13:44 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=null&display=100393 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:13:44 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53234
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:13:45 +0700] "POST /TrainingGESO/DonhangUpdatesvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:13:45 +0700] "GET /TrainingGESO/pages/Erp/donhangupdate.jsp HTTP/1.1" 200 53195
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:13:49 +0700] "POST /TrainingGESO/pages/Erp/sanphamAjax.jsp?donhangsua=1&letters=2 HTTP/1.1" 200 330
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:13:51 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:13:51 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10930
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:13:51 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:14:01 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=null&update=100348 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:14:01 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53206
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:14:07 +0700] "POST /TrainingGESO/DonhangUpdatesvl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:14:07 +0700] "GET /TrainingGESO/pages/Erp/donhangupdate.jsp HTTP/1.1" 200 53201
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:14:09 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:14:09 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10930
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:14:09 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:14:10 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=null&update=100348 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:14:10 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53206
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:32:28 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:32:28 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10930
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:32:28 +0700] "GET /TrainingGESO/pages/Erp/..scripts/jquery-1.js HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:32:28 +0700] "GET /TrainingGESO/pages/css/bkg.png HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:32:30 +0700] "GET /TrainingGESO/DonhangUpdatesvl?userId=null&update=100302 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:32:30 +0700] "GET /TrainingGESO/pages/Erp/donhangsua.jsp HTTP/1.1" 200 53201
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:39:55 +0700] "GET /TrainingGESO/Donhanglistsvl?userId=100002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Dec/2021:19:39:55 +0700] "GET /TrainingGESO/pages/Erp/donhanglist.jsp HTTP/1.1" 200 10930
